_RAJ2000 _DEJ2000 Label Plan RA (ICRS) DE (ICRS).1 X Y
---------- ---------- --------------- ---------- ------------- ------------- -------- --------  
79.24320126685339 -36.02866996706388 Tag 73 CDS/P/2MASS/color 05:16:58.36830 -36:01:43.2119   
79.40276540237701 -36.266383394371545 Tag 74 CDS/P/2MASS/color 05:17:36.66370 -36:15:58.9802   
79.76064280670711 -36.359440070265144 Tag 75 CDS/P/2MASS/color 05:19:02.55427 -36:21:33.9843   
80.28124265568236 -36.354496887463625 Tag 76 CDS/P/2MASS/color 05:21:07.49824 -36:21:16.1888   
80.38179472202675 -36.05819444208555 Tag 77 CDS/P/2MASS/color 05:21:31.63073 -36:03:29.5000   
80.40342444009735 -35.905882738437 Tag 78 CDS/P/2MASS/color 05:21:36.82187 -35:54:21.1779   
80.00382460414686 -36.29843330403162 Tag 79 CDS/P/2MASS/color 05:20:00.91790 -36:17:54.3599   
79.00255049805904 -36.41786991936237 Tag 80 CDS/P/2MASS/color 05:16:00.61212 -36:25:04.3317   
78.6840524927608 -36.17403373126037 Tag 81 CDS/P/2MASS/color 05:14:44.17260 -36:10:26.5214   
79.11020466377295 -36.10571290354064 Tag 82 CDS/P/2MASS/color 05:16:26.44912 -36:06:20.5665   
79.604939967827 -36.44555932033701 Tag 83 CDS/P/2MASS/color 05:18:25.18559 -36:26:44.0136   
80.12506504319249 -36.57105774562541 Tag 84 CDS/P/2MASS/color 05:20:30.01561 -36:34:15.8079   
79.72606126935305 -35.88638732684149 Tag 85 CDS/P/2MASS/color 05:18:54.25470 -35:53:10.9944   
79.66573033094717 -36.09093345905562 Tag 86 CDS/P/2MASS/color 05:18:39.77528 -36:05:27.3605   
79.33329485089537 -36.5143834501851 Tag 87 CDS/P/2MASS/color 05:17:19.99076 -36:30:51.7804   
78.94213719694623 -36.70479647360704 Tag 88 CDS/P/2MASS/color 05:15:46.11293 -36:42:17.2673   
79.84832353943453 -36.86393113018718 Tag 89 CDS/P/2MASS/color 05:19:23.59765 -36:51:50.1521   
80.2017848037118 -36.68064996760543 Tag 90 CDS/P/2MASS/color 05:20:48.42835 -36:40:50.3399   
79.6837915219064 -36.913396674579275 Tag 91 CDS/P/2MASS/color 05:18:44.10997 -36:54:48.2280   
79.63582968407924 -37.00608187047738 Tag 92 CDS/P/2MASS/color 05:18:32.59912 -37:00:21.8947   
79.41812534919944 -36.86082752644288 Tag 93 CDS/P/2MASS/color 05:17:40.35008 -36:51:38.9791   
79.48675999998223 -37.18317444770545 Tag 94 CDS/P/2MASS/color 05:17:56.82240 -37:10:59.4280   
79.01082988266172 -37.062964952233095 Tag 95 CDS/P/2MASS/color 05:16:02.59917 -37:03:46.6738   
78.7110605765474 -36.97833289573981 Tag 96 CDS/P/2MASS/color 05:14:50.65454 -36:58:41.9984   
78.73159903786849 -36.80713961306379 Tag 97 CDS/P/2MASS/color 05:14:55.58377 -36:48:25.7026   
78.62609616597163 -36.677543730753065 Tag 98 CDS/P/2MASS/color 05:14:30.26308 -36:40:39.1574   
78.849410237153 -36.48488748600142 Tag 99 CDS/P/2MASS/color 05:15:23.85846 -36:29:05.5949   
